timestamp_iso,user_id,prefill_tokens,decode_tokens
2025-11-07T02:10:40,1,0,0
2025-11-07T02:10:40,2,0,0
2025-11-07T02:10:40,3,0,0
2025-11-07T02:10:40,4,0,0
2025-11-07T02:10:40,5,0,0
2025-11-07T02:10:40,6,0,0
2025-11-07T02:10:40,7,0,0
2025-11-07T02:10:40,8,0,0
2025-11-07T02:10:40,9,0,0
2025-11-07T02:10:40,10,0,0
2025-11-07T02:10:40,11,0,0
2025-11-07T02:10:40,12,0,0
2025-11-07T02:10:40,13,0,0
2025-11-07T02:10:40,14,0,0
2025-11-07T02:10:40,15,0,0
2025-11-07T02:10:40,16,0,0
2025-11-07T02:10:40,17,0,0
2025-11-07T02:10:40,18,0,0
2025-11-07T02:10:40,19,0,0
2025-11-07T02:10:40,20,0,0
2025-11-07T02:10:41,1,1089,42
2025-11-07T02:10:41,2,1110,13
2025-11-07T02:10:41,3,0,0
2025-11-07T02:10:41,4,0,0
2025-11-07T02:10:41,5,0,0
2025-11-07T02:10:41,6,0,0
2025-11-07T02:10:41,7,0,0
2025-11-07T02:10:41,8,0,0
2025-11-07T02:10:41,9,0,0
2025-11-07T02:10:41,10,0,0
2025-11-07T02:10:41,11,0,0
2025-11-07T02:10:41,12,0,0
2025-11-07T02:10:41,13,0,0
2025-11-07T02:10:41,14,0,0
2025-11-07T02:10:41,15,0,0
2025-11-07T02:10:41,16,0,0
2025-11-07T02:10:41,17,0,0
2025-11-07T02:10:41,18,0,0
2025-11-07T02:10:41,19,0,0
2025-11-07T02:10:41,20,0,0
2025-11-07T02:10:42,1,1089,94
2025-11-07T02:10:42,2,1110,65
2025-11-07T02:10:42,3,1149,32
2025-11-07T02:10:42,4,0,0
2025-11-07T02:10:42,5,0,0
2025-11-07T02:10:42,6,0,0
2025-11-07T02:10:42,7,0,0
2025-11-07T02:10:42,8,0,0
2025-11-07T02:10:42,9,0,0
2025-11-07T02:10:42,10,0,0
2025-11-07T02:10:42,11,0,0
2025-11-07T02:10:42,12,0,0
2025-11-07T02:10:42,13,0,0
2025-11-07T02:10:42,14,0,0
2025-11-07T02:10:42,15,0,0
2025-11-07T02:10:42,16,0,0
2025-11-07T02:10:42,17,0,0
2025-11-07T02:10:42,18,0,0
2025-11-07T02:10:42,19,0,0
2025-11-07T02:10:42,20,0,0
2025-11-07T02:10:43,1,1089,141
2025-11-07T02:10:43,2,1110,112
2025-11-07T02:10:43,3,1149,79
2025-11-07T02:10:43,4,1102,47
2025-11-07T02:10:43,5,1120,13
2025-11-07T02:10:43,6,0,0
2025-11-07T02:10:43,7,0,0
2025-11-07T02:10:43,8,0,0
2025-11-07T02:10:43,9,0,0
2025-11-07T02:10:43,10,0,0
2025-11-07T02:10:43,11,0,0
2025-11-07T02:10:43,12,0,0
2025-11-07T02:10:43,13,0,0
2025-11-07T02:10:43,14,0,0
2025-11-07T02:10:43,15,0,0
2025-11-07T02:10:43,16,0,0
2025-11-07T02:10:43,17,0,0
2025-11-07T02:10:43,18,0,0
2025-11-07T02:10:43,19,0,0
2025-11-07T02:10:43,20,0,0
2025-11-07T02:10:44,1,1089,192
2025-11-07T02:10:44,2,1110,163
2025-11-07T02:10:44,3,1149,130
2025-11-07T02:10:44,4,1102,98
2025-11-07T02:10:44,5,1120,64
2025-11-07T02:10:44,6,1104,32
2025-11-07T02:10:44,7,0,0
2025-11-07T02:10:44,8,0,0
2025-11-07T02:10:44,9,0,0
