timestamp_start_iso,user,kind,duration_ttft,duration_taft,prompt_tokens,completion_tokens
2025-11-07T06:15:55.822,1,fixed,0.078666,51.302796,400,1800
2025-11-07T06:15:55.906,2,fixed,0.059017,51.334329,405,1800
2025-11-07T06:15:55.990,3,fixed,0.064590,51.525069,406,1800
2025-11-07T06:15:56.074,4,fixed,0.058492,51.664057,401,1800
2025-11-07T06:15:56.158,5,fixed,0.051500,51.931601,409,1800
2025-11-07T06:15:56.243,6,fixed,0.044710,52.047692,408,1800
2025-11-07T06:15:56.327,7,fixed,0.057739,52.344980,402,1800
2025-11-07T06:15:56.411,8,fixed,0.049787,52.542378,402,1800
2025-11-07T06:15:56.495,9,fixed,0.060756,52.737734,413,1800
2025-11-07T06:15:56.579,10,fixed,0.056267,61.064935,398,1800
2025-11-07T06:15:56.747,12,fixed,0.058728,76.108517,407,1800
2025-11-07T06:15:57.335,19,fixed,0.052382,105.126770,402,1800
2025-11-07T06:15:57.588,2,fixed,0.048612,111.109585,403,1800
2025-11-07T06:15:57.673,3,fixed,0.059588,113.208405,400,1800
2025-11-07T06:16:34.505,1,fixed,12.753309,84.555136,403,1800
2025-11-07T06:16:17.766,2,fixed,29.869684,84.721289,406,1800
2025-11-07T06:16:32.907,2,fixed,14.786295,84.663244,400,1800
2025-11-07T06:16:34.589,2,fixed,13.163655,84.604703,403,1800
2025-11-07T06:16:36.186,1,fixed,11.168741,84.596476,402,1800
2025-11-07T06:16:42.917,1,fixed,4.495538,84.539312,405,1800
2025-11-07T06:16:21.295,4,fixed,26.703059,84.945738,402,1800
2025-11-07T06:16:24.660,4,fixed,23.397374,84.885774,402,1800
2025-11-07T06:16:22.896,3,fixed,25.041094,93.715765,407,1800
2025-11-07T06:16:04.983,10,fixed,43.213054,121.850652,399,1800
2025-11-07T06:16:26.847,10,fixed,21.406741,126.514189,410,1800
2025-11-07T06:16:05.150,12,fixed,43.457699,130.578988,401,1800
2025-11-07T06:16:23.568,11,fixed,24.981239,134.390874,402,1800
2025-11-07T06:16:05.570,17,fixed,43.603939,145.780905,399,1800
2025-11-07T06:17:10.329,7,fixed,40.748832,88.531605,399,1800
2025-11-07T06:16:22.476,18,fixed,26.929505,151.521665,404,1800
2025-11-07T06:16:58.559,7,fixed,52.448652,92.241217,401,1800
2025-11-07T06:16:56.036,17,fixed,76.688389,85.863174,404,1800
2025-11-07T06:16:57.804,18,fixed,75.088910,85.694734,399,1800
2025-11-07T06:17:00.745,13,fixed,71.912684,85.928719,407,1800
2025-11-07T06:17:42.515,12,fixed,30.051859,86.021152,402,1800
2025-11-07T06:16:54.021,13,fixed,78.637132,92.784793,408,1800
2025-11-07T06:17:06.291,19,fixed,66.921937,111.482752,406,1800
2025-11-07T06:16:47.798,19,fixed,85.347020,112.807100,405,1800
2025-11-07T06:16:20.875,19,fixed,112.177918,125.302321,402,1800
2025-11-07T06:17:02.931,19,fixed,70.214774,126.905432,403,1800
2025-11-07T06:18:54.769,5,fixed,4.487726,85.761412,404,1800
2025-11-07T06:17:08.060,20,fixed,65.219215,137.133779,410,1800
2025-11-07T06:16:02.548,1,fixed,200.766820,85.408335,400,1800
2025-11-07T06:16:19.446,2,fixed,183.935287,87.658126,403,1800
2025-11-07T06:16:38.037,3,fixed,165.411445,90.127635,405,1800
2025-11-07T06:16:06.831,12,fixed,212.166882,85.436876,402,1800
2025-11-07T06:16:23.232,7,fixed,195.699964,85.504289,398,1800
2025-11-07T06:16:45.527,12,fixed,173.602718,85.306087,401,1800
2025-11-07T06:17:01.923,7,fixed,157.008171,85.504220,396,1800
2025-11-07T06:16:15.074,10,fixed,203.990598,87.186100,402,1800
2025-11-07T06:16:33.160,5,fixed,185.680889,95.425652,406,1800
2025-11-07T06:16:28.111,5,fixed,190.633650,104.766021,403,1800
2025-11-07T06:16:58.475,6,fixed,160.366239,117.758107,409,1800
2025-11-07T06:17:02.763,17,fixed,202.426787,92.690130,403,1800
2025-11-07T06:15:57.505,1,fixed,0.055247,367.627586,401,1800
2025-11-07T06:20:30.414,2,fixed,20.771579,85.940147,395,1800
2025-11-07T06:16:05.907,1,fixed,287.737089,85.786894,400,1800
2025-11-07T06:16:07.586,1,fixed,286.128494,85.715711,414,1800
2025-11-07T06:16:34.841,5,fixed,258.942996,85.646487,402,1800
2025-11-07T06:16:06.327,6,fixed,298.647941,85.662128,399,1800
2025-11-07T06:16:09.270,1,fixed,295.314715,86.052025,399,1800
2025-11-07T06:16:26.258,3,fixed,278.421594,85.957652,400,1800
2025-11-07T06:16:44.854,4,fixed,259.918793,85.863388,396,1800
2025-11-07T06:17:11.843,5,fixed,233.064206,85.729411,396,1800
2025-11-07T06:16:10.952,1,fixed,293.632818,95.477190,402,1800
2025-11-07T06:16:04.480,4,fixed,300.293042,114.859280,402,1800
2025-11-07T06:16:21.464,6,fixed,283.376376,119.425796,406,1800
2025-11-07T06:16:01.118,4,fixed,303.561385,130.543504,407,1800
2025-11-07T06:21:06.251,10,fixed,0.126691,135.362699,398,1800
2025-11-07T06:16:53.516,7,fixed,252.796952,143.206189,402,1800
2025-11-07T06:16:10.111,11,fixed,296.332109,143.681256,396,1800
2025-11-07T06:16:43.760,11,fixed,336.235521,86.243705,408,1800
2025-11-07T06:16:10.279,13,fixed,380.534045,85.763042,402,1800
2025-11-07T06:16:12.634,1,fixed,378.383012,85.558552,399,1800
2025-11-07T06:16:47.126,11,fixed,343.686163,85.763103,401,1800
2025-11-07T06:16:47.462,15,fixed,343.464697,85.647820,402,1800
2025-11-07T06:16:54.692,1,fixed,336.416633,85.467903,397,1800
2025-11-07T06:17:09.908,2,fixed,321.267832,85.400009,400,1800
2025-11-07T06:22:19.431,17,fixed,11.586066,85.557202,402,1800
2025-11-07T06:16:24.074,17,fixed,366.852725,98.828483,404,1800
2025-11-07T06:16:34.757,4,fixed,356.560132,122.878689,405,1800
2025-11-07T06:16:26.427,5,fixed,364.958508,136.082347,405,1800
2025-11-07T06:18:21.653,3,fixed,249.590502,143.784391,408,1800
2025-11-07T06:16:00.025,11,fixed,476.941487,85.868821,394,1800
2025-11-07T06:16:09.186,20,fixed,467.780235,85.867524,393,1800
2025-11-07T06:16:30.887,18,fixed,446.423423,85.524941,394,1800
2025-11-07T06:16:37.028,11,fixed,440.077474,85.729779,401,1800
2025-11-07T06:16:41.823,8,fixed,434.983506,86.028795,401,1800
2025-11-07T06:16:54.440,18,fixed,422.870434,85.524462,401,1800
2025-11-07T06:17:02.007,8,fixed,414.799274,86.028909,400,1800
2025-11-07T06:17:05.453,9,fixed,411.513634,85.868582,401,1800
2025-11-07T06:17:06.207,18,fixed,411.178326,85.450565,398,1800
2025-11-07T06:16:34.254,18,fixed,442.712716,96.409004,402,1800
2025-11-07T06:16:43.844,12,fixed,433.261131,112.437515,402,1800
2025-11-07T06:16:19.783,6,fixed,457.023924,128.204899,404,1800
2025-11-07T06:18:11.952,16,fixed,345.268042,138.737232,404,1800
2025-11-07T06:16:15.157,11,fixed,461.947642,147.154259,407,1800
2025-11-07T06:16:17.008,13,fixed,460.097451,149.312043,407,1800
2025-11-07T06:16:28.952,15,fixed,448.268340,151.398066,408,1800
2025-11-07T06:16:39.130,16,fixed,438.090206,153.438220,408,1800
2025-11-07T06:17:05.285,7,fixed,411.521799,155.641042,409,1800
2025-11-07T06:16:08.260,9,fixed,468.706124,161.476572,409,1800
2025-11-07T06:16:02.632,2,fixed,561.136735,86.392811,401,1800
2025-11-07T06:16:04.312,2,fixed,559.457210,86.392961,395,1800
2025-11-07T06:16:13.138,7,fixed,551.014075,86.009815,393,1800
2025-11-07T06:16:21.128,2,fixed,542.823565,86.210053,399,1800
2025-11-07T06:16:05.991,2,fixed,557.869263,110.355824,402,1800
2025-11-07T06:16:53.263,4,fixed,510.756329,116.302264,402,1800
2025-11-07T06:16:02.380,19,fixed,561.571414,124.864750,404,1800
2025-11-07T06:25:22.836,5,fixed,0.772367,129.694891,405,1800
2025-11-07T06:16:09.775,7,fixed,554.310883,135.545837,413,1800
2025-11-07T06:16:58.643,8,fixed,572.170491,86.499932,406,1800
2025-11-07T06:16:18.437,10,fixed,614.148011,86.402266,403,1800
2025-11-07T06:16:25.165,10,fixed,607.487301,86.335719,402,1800
2025-11-07T06:23:15.223,8,fixed,197.295060,86.470258,412,1800
2025-11-07T06:16:05.066,11,fixed,633.447407,86.924456,404,1800
2025-11-07T06:19:38.587,12,fixed,419.999933,88.011146,405,1800
2025-11-07T06:16:28.784,13,fixed,621.514311,87.022164,400,1800
2025-11-07T06:17:05.956,15,fixed,584.342810,87.020508,399,1800
2025-11-07T06:23:56.577,18,fixed,174.106798,86.636354,400,1800
2025-11-07T06:17:09.404,16,fixed,580.986498,116.855646,407,1800
2025-11-07T06:16:05.654,18,fixed,644.827280,122.165938,408,1800
2025-11-07T06:16:51.077,18,fixed,599.539896,129.021553,404,1800
2025-11-07T06:16:27.521,18,fixed,622.959820,133.811641,401,1800
2025-11-07T06:15:58.933,18,fixed,651.457452,136.683146,404,1800
2025-11-07T06:15:57.840,5,fixed,0.047372,790.891653,403,1800
2025-11-07T06:16:46.032,18,fixed,604.516366,139.096083,404,1800
2025-11-07T06:15:59.352,3,fixed,720.102021,87.255900,406,1800
2025-11-07T06:27:57.314,12,fixed,1.819668,87.576735,402,1800
2025-11-07T06:16:01.033,3,fixed,724.475252,87.076307,409,1800
2025-11-07T06:16:02.716,3,fixed,723.950139,87.078889,401,1800
2025-11-07T06:17:09.235,14,fixed,657.572346,86.938254,401,1800
2025-11-07T06:16:42.159,12,fixed,684.577842,103.828463,405,1800
2025-11-07T06:28:17.321,20,fixed,0.240402,116.160230,400,1800
2025-11-07T06:15:57.083,16,fixed,0.050528,862.775491,406,1800
2025-11-07T06:16:09.439,3,fixed,775.014376,86.273165,406,1800
2025-11-07T06:16:25.922,19,fixed,758.599321,86.205097,404,1800
2025-11-07T06:16:01.286,6,fixed,785.925482,86.315264,403,1800
2025-11-07T06:16:43.170,4,fixed,743.970701,86.384753,399,1800
2025-11-07T06:15:59.941,10,fixed,789.037754,86.547304,402,1800
2025-11-07T06:16:08.092,7,fixed,780.750606,86.683344,401,1800
2025-11-07T06:17:00.243,7,fixed,728.667172,86.616001,404,1800
2025-11-07T06:16:57.467,14,fixed,732.442979,86.804691,403,1800
2025-11-07T06:16:08.428,11,fixed,781.280473,99.878381,410,1800
2025-11-07T06:16:42.075,11,fixed,747.700277,118.681043,405,1800
2025-11-07T06:16:01.876,13,fixed,787.965320,126.703060,405,1800
2025-11-07T06:15:58.681,15,fixed,815.172808,121.404269,402,1800
2025-11-07T06:17:07.808,17,fixed,746.296666,130.895590,402,1800
2025-11-07T06:20:04.696,17,fixed,569.476256,132.753504,403,1800
2025-11-07T06:17:06.039,16,fixed,747.997451,134.789869,405,1800
2025-11-07T06:16:56.289,20,fixed,817.683240,86.022163,400,1800
2025-11-07T06:17:07.976,19,fixed,805.928232,86.088665,408,1800
2025-11-07T06:16:11.119,3,fixed,864.516057,86.210882,401,1800
2025-11-07T06:16:14.485,3,fixed,861.150368,86.212546,401,1800
2025-11-07T06:16:16.167,3,fixed,859.559361,86.120364,395,1800
2025-11-07T06:16:17.850,3,fixed,857.985882,86.011125,402,1800
2025-11-07T06:16:19.530,3,fixed,856.305882,86.011181,397,1800
2025-11-07T06:16:46.957,9,fixed,829.015440,105.371058,402,1800
2025-11-07T06:16:20.034,9,fixed,855.869402,117.389867,404,1800
2025-11-07T06:16:33.580,10,fixed,843.197399,137.326054,399,1800
2025-11-07T06:16:30.214,10,fixed,845.824395,143.608013,407,1800
2025-11-07T06:16:52.422,14,fixed,824.489337,150.499651,399,1800
2025-11-07T06:15:58.429,12,fixed,878.413954,157.385797,403,1800
2025-11-07T06:23:56.577,17,fixed,400.401505,160.309001,406,1800
2025-11-07T06:16:02.801,4,fixed,959.422001,86.704156,400,1800
2025-11-07T06:16:36.607,6,fixed,925.836018,86.483515,398,1800
2025-11-07T06:17:00.999,16,fixed,901.222706,86.705211,401,1800
2025-11-07T06:20:18.356,19,fixed,703.866679,86.704133,400,1800
2025-11-07T06:30:19.909,15,fixed,102.312361,86.705296,399,1800
2025-11-07T06:31:08.456,5,fixed,53.918634,86.551974,392,1800
2025-11-07T06:15:59.520,5,fixed,962.761644,93.359159,401,1800
2025-11-07T06:28:05.439,16,fixed,236.781984,127.068777,402,1800
2025-11-07T06:17:03.015,20,fixed,899.208192,133.520875,410,1800
2025-11-07T06:17:08.396,4,fixed,893.885793,134.483172,404,1800
2025-11-07T06:16:31.563,6,fixed,930.811950,137.204996,405,1800
2025-11-07T06:15:59.436,4,fixed,962.786934,145.514490,406,1800
2025-11-07T06:16:57.044,9,fixed,905.602012,155.871731,405,1800
2025-11-07T06:16:05.486,16,fixed,956.734974,157.985732,406,1800
2025-11-07T06:16:01.202,5,fixed,1048.408505,86.052400,399,1800
2025-11-07T06:16:02.885,5,fixed,1046.863409,85.914891,397,1800
2025-11-07T06:16:32.320,15,fixed,1016.814580,86.528329,399,1800
2025-11-07T06:16:32.488,17,fixed,1016.959193,86.214339,397,1800
2025-11-07T06:16:34.337,19,fixed,1015.204193,86.120955,398,1800
2025-11-07T06:16:05.319,14,fixed,1043.814918,104.427367,401,1800
2025-11-07T06:27:28.817,9,fixed,360.862909,115.133751,408,1800
2025-11-07T06:16:09.691,6,fixed,1087.247692,86.177324,401,1800
2025-11-07T06:16:43.338,6,fixed,1053.667277,86.109432,403,1800
2025-11-07T06:16:36.859,9,fixed,1062.856698,86.259763,404,1800
2025-11-07T06:19:14.955,8,fixed,904.692497,86.328440,406,1800
2025-11-07T06:17:10.918,14,fixed,978.216239,139.913003,400,1800
2025-11-07T06:16:44.179,16,fixed,1005.149100,151.393742,406,1800
2025-11-07T06:17:01.334,20,fixed,1058.942575,86.730629,395,1800
2025-11-07T06:17:12.179,9,fixed,1048.171650,88.781581,408,1800
2025-11-07T06:16:01.791,12,fixed,1118.627116,91.243376,409,1800
2025-11-07T06:16:47.210,12,fixed,1088.642673,86.744876,398,1800
2025-11-07T06:16:45.864,16,fixed,1090.307332,96.013286,402,1800
2025-11-07T06:19:38.588,13,fixed,917.425275,106.117465,405,1800
2025-11-07T06:16:40.895,17,fixed,1008.551384,196.212558,401,1800
2025-11-07T06:16:55.867,15,fixed,1080.237689,109.081950,405,1800
2025-11-07T06:27:58.989,14,fixed,417.024986,120.655027,410,1800
2025-11-07T06:16:08.848,16,fixed,1127.256643,121.232204,406,1800
2025-11-07T06:17:06.123,17,fixed,1070.209820,124.792890,410,1800
2025-11-07T06:15:59.101,20,fixed,1050.440733,222.109443,405,1800
2025-11-07T06:16:07.418,19,fixed,1181.696745,86.538819,401,1800
2025-11-07T06:17:09.657,19,fixed,1119.527622,86.468974,405,1800
2025-11-07T06:16:04.060,19,fixed,1045.386976,227.005854,408,1800
2025-11-07T06:16:02.969,6,fixed,1208.830141,86.730547,400,1800
2025-11-07T06:15:59.604,6,fixed,1212.124012,91.031981,405,1800
2025-11-07T06:16:03.136,8,fixed,1242.278576,87.968629,399,1800
2025-11-07T06:16:08.008,6,fixed,1237.338336,88.036520,406,1800
2025-11-07T06:16:00.277,14,fixed,1245.513468,88.207373,402,1800
2025-11-07T06:16:11.539,8,fixed,1234.183988,88.275530,397,1800
2025-11-07T06:16:52.505,15,fixed,1193.352720,88.138198,401,1800
2025-11-07T06:15:58.513,13,fixed,1259.037650,89.233566,409,1800
2025-11-07T06:15:59.773,8,fixed,1257.634093,89.377280,407,1800
2025-11-07T06:16:19.950,8,fixed,1237.529503,89.302950,409,1800
2025-11-07T06:32:01.848,15,fixed,299.421429,89.446697,399,1800
2025-11-07T06:16:25.418,13,fixed,1235.777157,92.533455,406,1800
2025-11-07T06:15:57.420,20,fixed,0.045579,1408.755624,408,1800
2025-11-07T06:16:00.361,15,fixed,1334.029153,88.518198,402,1800
2025-11-07T06:16:08.596,13,fixed,1325.632312,88.681494,400,1800
2025-11-07T06:16:12.129,15,fixed,1322.328748,88.451863,401,1800
2025-11-07T06:16:14.905,8,fixed,1318.695780,88.588734,404,1800
2025-11-07T06:16:15.494,15,fixed,1319.032070,88.383832,400,1800
2025-11-07T06:16:16.587,8,fixed,1317.523980,88.798944,401,1800
2025-11-07T06:16:18.690,13,fixed,1315.049823,88.448492,404,1800
2025-11-07T06:16:21.632,8,fixed,1312.479131,88.797423,398,1800
2025-11-07T06:16:23.401,9,fixed,1310.269894,88.518963,404,1800
2025-11-07T06:15:56.915,14,fixed,0.044976,1465.082261,396,1800
2025-11-07T06:16:33.916,14,fixed,1300.406275,132.523745,410,1800
2025-11-07T06:16:17.598,20,fixed,1333.184366,142.208701,400,1800
2025-11-07T06:16:27.689,20,fixed,1326.109612,143.890087,402,1800
2025-11-07T06:17:06.376,20,fixed,1287.504467,145.562227,403,1800
2025-11-07T06:15:58.597,14,fixed,1424.069844,88.730314,403,1800
2025-11-07T06:16:03.639,14,fixed,1419.453973,88.688861,402,1800
2025-11-07T06:16:06.999,14,fixed,1416.094372,88.689997,399,1800
2025-11-07T06:16:10.362,14,fixed,1412.731288,88.690064,399,1800
2025-11-07T06:16:18.774,14,fixed,1404.718421,88.290967,395,1800
2025-11-07T06:16:22.139,14,fixed,1401.553760,88.090414,396,1800
2025-11-07T06:30:35.526,20,fixed,546.816688,89.053987,403,1800
2025-11-07T06:16:31.057,20,fixed,1392.320312,98.051560,402,1800
2025-11-07T06:31:46.926,9,fixed,387.302164,205.626660,404,1800
2025-11-07T06:16:33.496,9,fixed,1300.732137,211.702739,406,1800
2025-11-07T06:16:00.949,2,fixed,476.571500,1094.055682,406,1800
2025-11-07T06:17:03.099,1,fixed,1434.803772,88.485112,410,1800
2025-11-07T06:16:28.026,4,fixed,1471.549578,88.581592,403,1800
2025-11-07T06:16:31.225,2,fixed,1468.282842,88.649492,401,1800
2025-11-07T06:16:36.270,2,fixed,1463.374552,88.512624,401,1800
2025-11-07T06:17:02.091,9,fixed,1450.158713,88.621970,395,1800
2025-11-07T06:17:08.229,2,fixed,1443.238138,88.918751,400,1800
2025-11-07T06:17:11.591,2,fixed,1439.950428,88.843479,405,1800
2025-11-07T06:31:35.259,7,fixed,576.875014,88.736144,398,1800
2025-11-07T06:37:11.652,3,fixed,240.333759,88.884947,399,1800
2025-11-07T06:16:50.823,15,fixed,1461.426458,90.211109,399,1800
2025-11-07T06:17:01.671,4,fixed,1450.314173,115.567847,401,1800
2025-11-07T06:23:04.267,7,fixed,1087.718626,120.438325,401,1800
2025-11-07T06:16:26.679,8,fixed,1485.455338,121.505483,400,1800
2025-11-07T06:16:48.975,13,fixed,1285.347460,306.079397,410,1800
2025-11-07T06:25:22.836,7,fixed,949.297504,138.601894,403,1800
2025-11-07T06:16:37.279,14,fixed,1385.982143,229.711061,403,1800
2025-11-07T06:16:46.452,3,fixed,1465.533116,143.883972,407,1800
2025-11-07T06:31:45.001,8,fixed,567.133006,147.844049,412,1800
2025-11-07T06:16:40.644,14,fixed,1382.617918,242.039096,405,1800
2025-11-07T06:29:26.711,9,fixed,705.538453,153.488709,403,1800
2025-11-07T06:16:27.269,15,fixed,1319.612421,320.535497,411,1800
2025-11-07T06:16:35.262,10,fixed,1477.334970,166.442283,409,1800
2025-11-07T06:42:40.871,12,fixed,0.311186,103.484626,401,1800
2025-11-07T06:17:02.175,10,fixed,1538.843045,105.003257,404,1800
2025-11-07T06:16:33.749,12,fixed,1567.268428,107.450178,400,1800
2025-11-07T06:16:57.551,15,fixed,1289.403704,365.614794,402,1800
2025-11-07T06:16:46.200,20,fixed,1377.176925,302.645319,406,1800
