timestamp,gpu_index,gpu_name,mem_total_MiB,mem_used_MiB,mem_free_MiB,util_gpu_pct,util_mem_pct
2025/11/07 06:15:55.843,0,NVIDIA A100-SXM4-80GB,81920,23577,57472,0,0
2025/11/07 06:15:56.866,0,NVIDIA A100-SXM4-80GB,81920,23649,57400,78,46
2025/11/07 06:15:57.889,0,NVIDIA A100-SXM4-80GB,81920,24143,56906,81,50
2025/11/07 06:15:58.912,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,72,52
2025/11/07 06:15:59.936,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,71,52
2025/11/07 06:16:00.961,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,71,52
2025/11/07 06:16:01.985,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,69,51
2025/11/07 06:16:03.009,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,71,52
2025/11/07 06:16:04.033,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,72,53
2025/11/07 06:16:05.057,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,67,51
2025/11/07 06:16:06.083,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,65,51
2025/11/07 06:16:07.107,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,63,49
2025/11/07 06:16:08.133,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,61,47
2025/11/07 06:16:09.156,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,62,48
2025/11/07 06:16:10.182,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,62,48
2025/11/07 06:16:11.206,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,61,47
2025/11/07 06:16:12.232,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,60,47
2025/11/07 06:16:13.256,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,58,45
2025/11/07 06:16:14.279,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,57,44
2025/11/07 06:16:15.303,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,56,43
2025/11/07 06:16:16.336,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,52,40
2025/11/07 06:16:17.361,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,54,42
2025/11/07 06:16:18.386,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,54,42
2025/11/07 06:16:19.411,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,53,41
2025/11/07 06:16:20.435,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,53,40
2025/11/07 06:16:21.460,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,52,40
2025/11/07 06:16:22.484,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,50,38
2025/11/07 06:16:23.509,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,50,39
2025/11/07 06:16:24.534,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,48,37
2025/11/07 06:16:25.558,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,48,37
2025/11/07 06:16:26.580,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,50,38
2025/11/07 06:16:27.603,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,50,38
2025/11/07 06:16:28.628,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,51,39
2025/11/07 06:16:29.652,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,46,35
2025/11/07 06:16:30.677,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,46,34
2025/11/07 06:16:31.700,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,46,35
2025/11/07 06:16:32.725,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,44,33
2025/11/07 06:16:33.750,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,44,33
2025/11/07 06:16:34.777,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,44,33
2025/11/07 06:16:35.803,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,43,32
2025/11/07 06:16:36.827,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,43,32
2025/11/07 06:16:37.856,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,40,30
2025/11/07 06:16:38.881,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,41,31
2025/11/07 06:16:39.903,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,44,33
2025/11/07 06:16:40.926,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,43,32
2025/11/07 06:16:41.950,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,38,28
2025/11/07 06:16:42.975,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,39,29
2025/11/07 06:16:44.000,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,37,27
2025/11/07 06:16:45.023,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,38,27
2025/11/07 06:16:46.047,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,42,32
2025/11/07 06:16:47.071,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,40,29
2025/11/07 06:16:48.094,0,NVIDIA A100-SXM4-80GB,81920,24427,56622,68,26
2025/11/07 06:16:49.118,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,56,26
2025/11/07 06:16:50.140,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,39,27
2025/11/07 06:16:51.163,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,39,27
2025/11/07 06:16:52.187,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,41,29
2025/11/07 06:16:53.211,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,40,28
2025/11/07 06:16:54.234,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,40,28
2025/11/07 06:16:55.256,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,40,28
2025/11/07 06:16:56.282,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,40,28
2025/11/07 06:16:57.307,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,39,27
2025/11/07 06:16:58.331,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,39,27
2025/11/07 06:16:59.354,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,34,23
2025/11/07 06:17:00.377,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,37,25
2025/11/07 06:17:01.400,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,40,28
2025/11/07 06:17:02.425,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,40,28
2025/11/07 06:17:03.450,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,34,23
2025/11/07 06:17:04.474,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,39,27
2025/11/07 06:17:05.497,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,34,23
2025/11/07 06:17:06.521,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,34,23
2025/11/07 06:17:07.546,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,34,23
2025/11/07 06:17:08.570,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,34,23
2025/11/07 06:17:09.593,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,34,23
2025/11/07 06:17:10.615,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,41,28
2025/11/07 06:17:11.640,0,NVIDIA A100-SXM4-80GB,81920,24537,56512,34,23
