timestamp,gpu_index,gpu_name,mem_total_MiB,mem_used_MiB,mem_free_MiB,util_gpu_pct,util_mem_pct
2025/11/07 03:23:18.059,0,NVIDIA A100-SXM4-80GB,81920,23577,57472,0,0
2025/11/07 03:23:19.082,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,95,30
2025/11/07 03:23:20.105,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,71,57
2025/11/07 03:23:21.129,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,92,35
2025/11/07 03:23:22.152,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,73,59
2025/11/07 03:23:23.177,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,72,58
2025/11/07 03:23:24.202,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,72,58
2025/11/07 03:23:25.227,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,70,57
2025/11/07 03:23:26.252,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,70,57
2025/11/07 03:23:27.276,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,71,57
2025/11/07 03:23:28.301,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,71,58
2025/11/07 03:23:29.325,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,70,57
2025/11/07 03:23:30.350,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,68,55
2025/11/07 03:23:31.375,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,69,56
2025/11/07 03:23:32.400,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,69,56
2025/11/07 03:23:33.425,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,67,54
2025/11/07 03:23:34.449,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,65,53
2025/11/07 03:23:35.475,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,65,53
2025/11/07 03:23:36.499,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,66,53
2025/11/07 03:23:37.521,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,66,53
2025/11/07 03:23:38.546,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,62,51
2025/11/07 03:23:39.570,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,66,54
2025/11/07 03:23:40.594,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,64,52
2025/11/07 03:23:41.620,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,66,53
2025/11/07 03:23:42.644,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,64,52
2025/11/07 03:23:43.668,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,64,52
2025/11/07 03:23:44.692,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,61,49
2025/11/07 03:23:45.718,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,65,53
2025/11/07 03:23:46.743,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,64,52
2025/11/07 03:23:47.768,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,63,51
2025/11/07 03:23:48.793,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,62,50
2025/11/07 03:23:49.817,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,64,52
2025/11/07 03:23:50.842,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,61,49
2025/11/07 03:23:51.867,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,63,51
2025/11/07 03:23:52.899,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,61,50
2025/11/07 03:23:53.924,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,63,51
2025/11/07 03:23:54.947,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,59,47
2025/11/07 03:23:55.971,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,60,48
2025/11/07 03:23:56.996,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,58,47
2025/11/07 03:23:58.020,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,60,48
2025/11/07 03:23:59.045,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,59,47
2025/11/07 03:24:00.068,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,78,32
2025/11/07 03:24:01.099,0,NVIDIA A100-SXM4-80GB,81920,24013,57036,69,39
2025/11/07 03:24:02.123,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,59,47
2025/11/07 03:24:03.148,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,57,46
2025/11/07 03:24:04.172,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,60,48
2025/11/07 03:24:05.195,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,57,46
2025/11/07 03:24:06.218,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,57,46
2025/11/07 03:24:07.241,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,59,48
2025/11/07 03:24:08.265,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,59,47
2025/11/07 03:24:09.289,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,58,46
2025/11/07 03:24:10.311,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,58,46
2025/11/07 03:24:11.336,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:12.359,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,57,46
2025/11/07 03:24:13.383,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:14.407,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:15.432,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,53,42
2025/11/07 03:24:16.455,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:17.479,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,53,42
2025/11/07 03:24:18.502,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:19.524,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,56,45
2025/11/07 03:24:20.548,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,53,42
2025/11/07 03:24:21.572,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,58,47
2025/11/07 03:24:22.597,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,57,45
2025/11/07 03:24:23.621,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:24.646,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:25.669,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:26.694,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,55,44
2025/11/07 03:24:27.719,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,54,43
2025/11/07 03:24:28.744,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,54,43
2025/11/07 03:24:29.769,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,53,43
2025/11/07 03:24:30.794,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,53,42
2025/11/07 03:24:31.819,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,54,43
2025/11/07 03:24:32.843,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,51,41
2025/11/07 03:24:33.868,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,51,41
2025/11/07 03:24:34.892,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,49,39
2025/11/07 03:24:35.916,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,54,43
2025/11/07 03:24:36.941,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,52,41
2025/11/07 03:24:37.971,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,54,43
2025/11/07 03:24:38.996,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,51,41
2025/11/07 03:24:40.021,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,53,42
2025/11/07 03:24:41.045,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,53,42
2025/11/07 03:24:42.068,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,52,41
2025/11/07 03:24:43.093,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,48,38
2025/11/07 03:24:44.119,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,50,40
2025/11/07 03:24:45.143,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,48,38
2025/11/07 03:24:46.170,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,51,41
2025/11/07 03:24:47.194,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,48,38
2025/11/07 03:24:48.220,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,51,41
2025/11/07 03:24:49.243,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,48,38
2025/11/07 03:24:50.266,0,NVIDIA A100-SXM4-80GB,81920,24201,56848,50,40
2025/11/07 03:24:51.290,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,46,37
2025/11/07 03:24:52.313,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,48,38
2025/11/07 03:24:53.335,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,48,38
2025/11/07 03:24:54.360,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,48,38
2025/11/07 03:24:55.384,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,46,37
2025/11/07 03:24:56.408,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,45,36
2025/11/07 03:24:57.432,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,49,39
2025/11/07 03:24:58.457,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,47,37
2025/11/07 03:24:59.484,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,47,37
2025/11/07 03:25:00.507,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,47,37
2025/11/07 03:25:01.531,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,48,38
2025/11/07 03:25:02.555,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,48,38
2025/11/07 03:25:03.580,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,42,33
2025/11/07 03:25:04.605,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,46,37
2025/11/07 03:25:05.628,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,46,36
2025/11/07 03:25:06.652,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,47,37
2025/11/07 03:25:07.678,0,NVIDIA A100-SXM4-80GB,81920,24461,56588,46,37
