timestamp_start_iso,duration_s,kind,prompt_tokens,completion_tokens,total_tokens
1970-01-02T03:46:24.696,0.443281,good,178,67,245
1970-01-02T03:46:24.797,0.301999,good,178,48,226
1970-01-02T03:46:24.898,0.056304,good,178,3,181
1970-01-02T03:46:25.000,0.049401,good,178,7,185
1970-01-02T03:46:25.101,146.359235,good,178,32588,32766
1970-01-02T03:46:25.203,0.180191,good,178,56,234
1970-01-02T03:46:25.304,0.058382,good,178,12,190
1970-01-02T03:46:25.405,0.051027,good,178,10,188
1970-01-02T03:46:25.507,0.158592,good,178,47,225
1970-01-02T03:46:25.608,147.100009,good,178,32588,32766
1970-01-02T03:46:25.709,0.056771,good,178,12,190
1970-01-02T03:46:25.810,0.086825,good,178,25,203
1970-01-02T03:46:25.911,0.106917,good,178,31,209
1970-01-02T03:46:26.013,0.202866,good,178,64,242
1970-01-02T03:46:26.114,0.146760,good,178,41,219
1970-01-02T03:46:26.216,7.830733,good,178,2591,2769
1970-01-02T03:46:26.317,0.056422,good,178,12,190
1970-01-02T03:46:26.418,0.044280,good,178,7,185
1970-01-02T03:46:26.720,5.398830,good,178,1773,1951
1970-01-02T03:46:26.821,0.085444,good,178,24,202
1970-01-02T03:46:26.923,0.198971,good,178,63,241
1970-01-02T03:46:27.024,0.085802,good,178,24,202
1970-01-02T03:46:27.125,0.237436,good,178,70,248
1970-01-02T03:46:27.226,2.228528,good,178,738,916
1970-01-02T03:46:27.327,2.600508,good,178,855,1033
1970-01-02T03:46:27.429,0.962293,good,178,308,486
1970-01-02T03:46:27.530,0.197110,good,178,61,239
1970-01-02T03:46:27.631,0.088600,good,178,25,203
1970-01-02T03:46:27.732,0.163155,good,178,47,225
1970-01-02T03:46:27.834,0.142962,good,178,39,217
1970-01-02T03:46:27.935,0.128788,good,178,34,212
1970-01-02T03:46:28.036,0.054286,good,178,11,189
1970-01-02T03:46:28.137,0.104913,good,178,31,209
1970-01-02T03:46:28.238,0.279672,good,178,86,264
1970-01-02T03:46:28.339,0.195528,good,178,60,238
1970-01-02T03:46:28.440,0.131360,good,178,42,220
1970-01-02T03:46:28.742,0.235500,good,178,67,245
1970-01-02T03:46:28.843,0.600416,good,178,189,367
1970-01-02T03:46:28.944,1.385624,good,178,440,618
1970-01-02T03:46:29.046,0.098604,good,178,29,207
1970-01-02T03:46:29.147,0.196248,good,178,59,237
