timestamp_start_iso,duration_s,kind,prompt_tokens,completion_tokens,total_tokens
1970-01-02T07:10:26.234,0.079317,good,572,15,587
1970-01-02T07:10:26.314,1.164667,good,600,340,940
1970-01-02T07:10:26.396,0.144064,good,584,32,616
1970-01-02T07:10:26.477,1.851396,good,573,584,1157
1970-01-02T07:10:26.559,4.139229,good,586,1253,1839
1970-01-02T07:10:26.641,0.080378,good,571,21,592
1970-01-02T07:10:26.722,0.064872,good,581,14,595
1970-01-02T07:10:26.804,0.063984,good,575,13,588
1970-01-02T07:10:26.885,0.080480,good,593,20,613
1970-01-02T07:10:26.966,0.240118,good,584,67,651
1970-01-02T07:10:27.048,14.107674,good,595,4147,4742
1970-01-02T07:10:27.129,0.638774,good,569,219,788
1970-01-02T07:10:27.211,1.088346,good,574,355,929
1970-01-02T07:10:27.292,0.882357,good,598,299,897
1970-01-02T07:10:27.374,0.121553,good,583,36,619
1970-01-02T07:10:27.857,0.137095,good,574,34,608
1970-01-02T07:10:27.939,33.682198,good,578,8906,9484
1970-01-02T07:10:28.020,643.117812,good,602,32164,32766
1970-01-02T07:10:28.102,2.250148,good,571,656,1227
1970-01-02T07:10:28.183,0.140951,good,587,35,622
1970-01-02T07:10:28.264,0.953676,good,583,284,867
1970-01-02T07:10:28.346,24.002275,good,583,6634,7217
1970-01-02T07:10:28.427,0.654963,good,579,183,762
1970-01-02T07:10:28.508,0.924000,good,576,297,873
1970-01-02T07:10:28.590,0.048823,good,598,7,605
1970-01-02T07:10:28.671,0.464361,good,575,134,709
1970-01-02T07:10:28.752,0.882889,good,586,288,874
1970-01-02T07:10:28.833,0.269196,good,576,75,651
1970-01-02T07:10:28.915,0.890918,good,593,290,883
1970-01-02T07:10:28.996,652.441420,good,596,32170,32766
1970-01-02T07:10:29.479,1.123720,good,597,289,886
1970-01-02T07:10:29.560,0.113853,good,591,24,615
1970-01-02T07:10:29.641,1.131613,good,604,300,904
1970-01-02T07:10:29.723,0.222119,good,604,55,659
1970-01-02T07:10:29.804,1.133309,good,591,319,910
1970-01-02T07:10:29.886,1.041530,good,573,294,867
1970-01-02T07:10:29.967,0.239902,good,571,48,619
1970-01-02T07:10:30.049,0.238814,good,601,47,648
1970-01-02T07:10:30.130,5.996990,good,580,1775,2355
1970-01-02T07:10:30.211,0.937578,good,594,297,891
1970-01-02T07:10:30.293,0.071639,good,572,15,587
1970-01-02T07:10:30.374,0.965041,good,586,310,896
1970-01-02T07:10:30.455,0.195183,good,568,46,614
1970-01-02T07:10:30.537,0.073931,good,583,16,599
1970-01-02T07:10:30.618,0.074359,good,580,16,596
1970-01-02T07:10:31.101,0.215063,good,594,54,648
1970-01-02T07:10:31.183,2.098401,good,589,616,1205
1970-01-02T07:10:31.264,1.447103,good,574,438,1012
1970-01-02T07:10:31.345,1.165840,good,575,340,915
1970-01-02T07:10:31.427,0.075216,good,594,18,612
1970-01-02T07:10:31.508,677.771512,good,595,32171,32766
1970-01-02T07:10:31.589,0.045927,good,587,5,592
1970-01-02T07:10:31.670,0.945968,good,585,288,873
1970-01-02T07:10:31.752,0.040366,good,594,3,597
1970-01-02T07:10:31.833,0.078010,good,595,18,613
1970-01-02T07:10:31.914,0.075945,good,567,17,584
1970-01-02T07:10:31.996,0.931279,good,592,290,882
1970-01-02T07:10:32.077,0.203236,good,609,47,656
1970-01-02T07:10:32.159,0.066659,good,588,13,601
1970-01-02T07:10:32.240,0.961824,good,599,300,899
1970-01-02T07:10:32.723,2.249031,good,594,635,1229
1970-01-02T07:10:32.804,0.539602,good,591,140,731
1970-01-02T07:10:32.885,0.120404,good,598,26,624
1970-01-02T07:10:32.966,1.034266,good,570,279,849
1970-01-02T07:10:33.047,1.156261,good,588,332,920
1970-01-02T07:10:33.129,0.046225,good,595,6,601
1970-01-02T07:10:33.210,0.609699,good,591,156,747
1970-01-02T07:10:33.291,0.130980,good,579,29,608
1970-01-02T07:10:33.373,1.103831,good,603,328,931
1970-01-02T07:10:33.454,0.039197,good,589,3,592
1970-01-02T07:10:33.536,1.024448,good,585,306,891
1970-01-02T07:10:33.617,1.119061,good,596,332,928
1970-01-02T07:10:33.698,1.088813,good,589,320,909
1970-01-02T07:10:33.780,1.351205,good,583,391,974
1970-01-02T07:10:33.861,0.625870,good,596,202,798
1970-01-02T07:10:34.344,1.184310,good,580,299,879
1970-01-02T07:10:34.425,0.294827,good,578,71,649
1970-01-02T07:10:34.507,1.160823,good,580,305,885
1970-01-02T07:10:34.588,1.787469,good,586,495,1081
1970-01-02T07:10:34.669,2.411730,good,576,657,1233
1970-01-02T07:10:34.751,1.551532,good,589,435,1024
1970-01-02T07:10:34.832,0.740221,good,592,186,778
1970-01-02T07:10:34.913,0.222913,good,570,53,623
1970-01-02T07:10:34.994,1.010688,good,578,289,867
1970-01-02T07:10:35.075,0.941073,good,603,271,874
1970-01-02T07:10:35.157,1.218832,good,577,345,922
1970-01-02T07:10:35.238,1.366229,good,575,384,959
1970-01-02T07:10:35.320,1.095244,good,592,311,903
1970-01-02T07:10:35.401,0.893217,good,567,264,831
1970-01-02T07:10:35.482,0.126894,good,575,32,607
1970-01-02T07:10:35.966,1.188261,good,576,304,880
1970-01-02T07:10:36.048,0.064326,good,585,12,597
1970-01-02T07:10:36.129,0.315022,good,586,78,664
1970-01-02T07:10:36.211,0.228609,good,594,55,649
1970-01-02T07:10:36.292,0.058662,good,591,9,600
1970-01-02T07:10:36.374,176.476221,good,585,17334,17919
1970-01-02T07:10:36.455,0.087862,good,592,21,613
1970-01-02T07:10:36.537,1.128399,good,588,337,925
1970-01-02T07:10:36.618,0.326332,good,592,84,676
1970-01-02T07:10:36.699,0.295002,good,582,72,654
1970-01-02T07:10:36.781,2.056046,good,597,576,1173
1970-01-02T07:10:36.862,0.070661,good,595,14,609
1970-01-02T07:10:36.944,0.087606,good,577,21,598
1970-01-02T07:10:37.026,0.074110,good,573,14,587
1970-01-02T07:10:37.107,0.083035,good,579,20,599
1970-01-02T07:10:37.590,0.070250,good,576,14,590
1970-01-02T07:10:37.671,0.290707,good,575,71,646
1970-01-02T07:10:37.753,0.332090,good,585,86,671
1970-01-02T07:10:37.834,2.817472,good,581,774,1355
1970-01-02T07:10:37.915,0.390626,good,603,96,699
1970-01-02T07:10:37.996,0.301500,good,586,72,658
1970-01-02T07:10:38.077,1.081555,good,587,304,891
1970-01-02T07:10:38.159,1.036662,good,589,295,884
1970-01-02T07:10:38.240,0.556770,good,587,135,722
1970-01-02T07:10:38.322,0.771369,good,600,218,818
1970-01-02T07:10:38.403,1.092284,good,589,307,896
1970-01-02T07:10:38.484,2.249727,good,570,635,1205
1970-01-02T07:10:38.566,1.041971,good,579,297,876
1970-01-02T07:10:38.646,0.088563,good,559,18,577
1970-01-02T07:10:38.728,0.214148,good,582,63,645
1970-01-02T07:10:39.211,0.226455,good,575,53,628
1970-01-02T07:10:39.292,0.227221,good,610,53,663
