timestamp_start_iso,duration_s,kind,prompt_tokens,completion_tokens,total_tokens
1970-01-02T06:06:53.879,0.260668,good,447,60,507
1970-01-02T06:06:53.980,0.173955,good,451,40,491
1970-01-02T06:06:54.081,6.743857,good,443,1981,2424
1970-01-02T06:06:54.183,1.608181,good,459,354,813
1970-01-02T06:06:54.285,1.680885,good,468,385,853
1970-01-02T06:06:54.387,0.197553,good,447,56,503
1970-01-02T06:06:54.488,0.103817,good,478,28,506
1970-01-02T06:06:54.590,0.204898,good,455,56,511
1970-01-02T06:06:54.692,0.588976,good,457,39,496
1970-01-02T06:06:54.794,0.509361,good,456,20,476
1970-01-02T06:06:54.895,0.497926,good,460,43,503
1970-01-02T06:06:54.996,0.294429,good,463,15,478
1970-01-02T06:06:55.098,0.184980,good,433,12,445
1970-01-02T06:06:55.200,0.180042,good,441,37,478
1970-01-02T06:06:55.301,0.187757,good,468,48,516
1970-01-02T06:06:55.403,0.196037,good,449,53,502
1970-01-02T06:06:55.504,0.155282,good,463,39,502
1970-01-02T06:06:55.606,0.084776,good,449,21,470
1970-01-02T06:06:55.908,0.083082,good,433,19,452
1970-01-02T06:06:56.009,0.153260,good,461,36,497
1970-01-02T06:06:56.111,0.067662,good,452,12,464
1970-01-02T06:06:56.213,0.155442,good,434,37,471
1970-01-02T06:06:56.314,0.079411,good,440,18,458
1970-01-02T06:06:56.416,0.201550,good,447,58,505
1970-01-02T06:06:56.517,0.109314,good,454,32,486
1970-01-02T06:06:56.619,0.185397,good,436,51,487
1970-01-02T06:06:56.720,0.198475,good,474,56,530
1970-01-02T06:06:56.822,0.144246,good,448,33,481
1970-01-02T06:06:56.923,0.082472,good,469,20,489
1970-01-02T06:06:57.025,0.098731,good,466,29,495
1970-01-02T06:06:57.126,0.147304,good,433,35,468
1970-01-02T06:06:57.228,0.090530,good,427,23,450
1970-01-02T06:06:57.330,0.080914,good,451,18,469
1970-01-02T06:06:57.431,0.062386,good,437,12,449
1970-01-02T06:06:57.532,0.067303,good,481,14,495
1970-01-02T06:06:57.634,0.146723,good,449,47,496
1970-01-02T06:06:57.936,0.104212,good,447,26,473
1970-01-02T06:06:58.037,0.198522,good,445,54,499
1970-01-02T06:06:58.139,0.209759,good,462,60,522
1970-01-02T06:06:58.241,0.148234,good,435,35,470
1970-01-02T06:06:58.342,0.306020,good,434,88,522
1970-01-02T06:06:58.444,0.085104,good,438,20,458
1970-01-02T06:06:58.545,0.165932,good,454,42,496
1970-01-02T06:06:58.647,0.147421,good,441,34,475
1970-01-02T06:06:58.748,0.204558,good,431,58,489
1970-01-02T06:06:58.850,0.094541,good,446,25,471
1970-01-02T06:06:58.952,1.190114,good,446,375,821
1970-01-02T06:06:59.053,0.169063,good,438,46,484
1970-01-02T06:06:59.155,0.065491,good,440,14,454
1970-01-02T06:06:59.256,0.096923,good,446,25,471
1970-01-02T06:06:59.358,0.087544,good,443,22,465
1970-01-02T06:06:59.459,0.146455,good,458,35,493
1970-01-02T06:06:59.561,0.108857,good,445,31,476
1970-01-02T06:06:59.663,0.127792,good,443,35,478
1970-01-02T06:06:59.965,0.467518,good,433,129,562
1970-01-02T06:07:00.066,0.149648,good,439,34,473
1970-01-02T06:07:00.167,0.250942,good,438,64,502
1970-01-02T06:07:00.268,0.184916,good,431,47,478
1970-01-02T06:07:00.370,0.298536,good,428,82,510
1970-01-02T06:07:00.471,0.170665,good,455,43,498
1970-01-02T06:07:00.573,0.306106,good,437,93,530
1970-01-02T06:07:00.674,0.248530,good,461,68,529
1970-01-02T06:07:00.776,0.086357,good,433,24,457
1970-01-02T06:07:00.877,0.290919,good,454,88,542
1970-01-02T06:07:00.979,0.239733,good,441,63,504
1970-01-02T06:07:01.079,0.169211,good,434,44,478
1970-01-02T06:07:01.181,0.094483,good,467,26,493
1970-01-02T06:07:01.282,0.066008,good,458,18,476
1970-01-02T06:07:01.384,0.082515,good,453,23,476
1970-01-02T06:07:01.485,0.078926,good,454,22,476
1970-01-02T06:07:01.587,0.073065,good,431,18,449
1970-01-02T06:07:01.688,0.151421,good,457,57,514
1970-01-02T06:07:01.990,0.061525,good,456,12,468
1970-01-02T06:07:02.091,0.162813,good,458,42,500
1970-01-02T06:07:02.192,0.149194,good,448,38,486
1970-01-02T06:07:02.294,0.143060,good,447,37,484
1970-01-02T06:07:02.395,0.094707,good,473,28,501
1970-01-02T06:07:02.497,0.106730,good,444,35,479
1970-01-02T06:07:02.598,0.157747,good,448,48,496
1970-01-02T06:07:02.699,0.376679,good,423,116,539
1970-01-02T06:07:02.800,0.266591,good,452,74,526
1970-01-02T06:07:02.902,0.146571,good,450,35,485
1970-01-02T06:07:03.003,0.059041,good,459,10,469
1970-01-02T06:07:03.105,0.102967,good,435,32,467
1970-01-02T06:07:03.206,0.163645,good,448,47,495
1970-01-02T06:07:03.308,0.372534,good,439,112,551
1970-01-02T06:07:03.410,0.156877,good,437,40,477
1970-01-02T06:07:03.511,0.085843,good,442,22,464
1970-01-02T06:07:03.613,1.524949,good,424,491,915
1970-01-02T06:07:03.714,0.234505,good,462,83,545
1970-01-02T06:07:04.015,0.199329,good,443,56,499
1970-01-02T06:07:04.117,0.285807,good,442,78,520
1970-01-02T06:07:04.218,0.139472,good,444,29,473
1970-01-02T06:07:04.320,0.143497,good,452,33,485
1970-01-02T06:07:04.421,0.098143,good,452,27,479
1970-01-02T06:07:04.523,1.421779,good,437,459,896
1970-01-02T06:07:04.624,0.157810,good,450,39,489
1970-01-02T06:07:04.726,0.164194,good,434,44,478
