timestamp_start_iso,duration_s,kind,prompt_tokens,completion_tokens,total_tokens
1970-01-02T05:54:45.679,0.146631,good,443,30,473
1970-01-02T05:54:45.780,0.298912,good,465,83,548
1970-01-02T05:54:45.882,0.194845,good,473,52,525
1970-01-02T05:54:45.983,0.185597,good,454,52,506
1970-01-02T05:54:46.085,0.203018,good,445,63,508
1970-01-02T05:54:46.187,0.058204,good,454,10,464
1970-01-02T05:54:46.288,0.050568,good,448,11,459
1970-01-02T05:54:46.390,0.098941,good,464,29,493
1970-01-02T05:54:46.492,0.198268,good,445,64,509
1970-01-02T05:54:46.593,0.088347,good,459,23,482
1970-01-02T05:54:46.695,0.074440,good,450,17,467
1970-01-02T05:54:46.796,0.547616,good,458,166,624
1970-01-02T05:54:46.898,0.103479,good,437,29,466
1970-01-02T05:54:46.999,0.191335,good,447,54,501
1970-01-02T05:54:47.101,0.068963,good,439,14,453
1970-01-02T05:54:47.202,0.077111,good,462,18,480
1970-01-02T05:54:47.304,1.151348,good,454,388,842
1970-01-02T05:54:47.405,0.060124,good,423,10,433
1970-01-02T05:54:47.708,0.138896,good,402,32,434
1970-01-02T05:54:47.810,0.257601,good,463,69,532
1970-01-02T05:54:47.912,0.090300,good,430,23,453
1970-01-02T05:54:48.013,0.103425,good,437,28,465
1970-01-02T05:54:48.115,0.104001,good,430,29,459
1970-01-02T05:54:48.216,0.095427,good,427,26,453
1970-01-02T05:54:48.318,0.259042,good,437,73,510
1970-01-02T05:54:48.420,0.091660,good,452,24,476
1970-01-02T05:54:48.521,0.136869,good,435,37,472
1970-01-02T05:54:48.623,0.137060,good,443,36,479
1970-01-02T05:54:48.724,0.091498,good,430,27,457
1970-01-02T05:54:48.826,0.402436,good,482,126,608
1970-01-02T05:54:48.927,0.160433,good,447,41,488
1970-01-02T05:54:49.028,0.089902,good,453,23,476
1970-01-02T05:54:49.129,3.451650,good,452,980,1432
1970-01-02T05:54:49.231,0.153005,good,460,38,498
1970-01-02T05:54:49.333,0.189593,good,456,53,509
