timestamp_start_iso,duration_s,kind,prompt_tokens,completion_tokens,total_tokens
1970-01-01T02:09:37.846,0.064236,good,178,16,194
1970-01-01T02:09:37.947,0.054480,good,178,14,192
1970-01-01T02:09:38.048,0.495565,good,178,163,341
1970-01-01T02:09:38.149,1.378493,good,178,453,631
1970-01-01T02:09:38.251,0.393017,good,178,124,302
1970-01-01T02:09:38.352,0.284624,good,178,87,265
1970-01-01T02:09:38.454,0.140936,good,178,35,213
1970-01-01T02:09:38.555,0.051084,good,178,10,188
1970-01-01T02:09:38.656,0.279829,good,178,90,268
1970-01-01T02:09:38.758,0.296150,good,178,96,274
1970-01-01T02:09:38.859,0.643210,good,178,205,383
1970-01-01T02:09:38.960,0.063284,good,178,15,193
1970-01-01T02:09:39.061,0.487717,good,178,157,335
1970-01-01T02:09:39.162,0.246570,good,178,74,252
1970-01-01T02:09:39.264,0.070898,good,178,18,196
1970-01-01T02:09:39.365,0.200052,good,178,63,241
1970-01-01T02:09:39.466,130.779523,good,178,32588,32766
1970-01-01T02:09:39.568,0.610511,good,178,222,400
1970-01-01T02:09:39.869,0.070375,good,178,18,196
1970-01-01T02:09:39.971,0.092621,good,178,27,205
1970-01-01T02:09:40.072,0.066257,good,178,16,194
1970-01-01T02:09:40.173,0.555060,good,178,180,358
1970-01-01T02:09:40.274,0.331618,good,178,104,282
1970-01-01T02:09:40.375,0.082374,good,178,23,201
1970-01-01T02:09:40.476,0.044358,good,178,7,185
1970-01-01T02:09:40.577,0.845297,good,178,275,453
1970-01-01T02:09:40.678,0.396231,good,178,129,307
1970-01-01T02:09:40.779,0.095082,good,178,28,206
1970-01-01T02:09:40.880,0.276776,good,178,87,265
1970-01-01T02:09:40.981,0.069525,good,178,17,195
1970-01-01T02:09:41.082,0.244094,good,178,74,252
1970-01-01T02:09:41.183,2.305002,good,178,778,956
1970-01-01T02:09:41.284,0.168070,good,178,50,228
1970-01-01T02:09:41.385,0.067026,good,178,16,194
1970-01-01T02:09:41.487,0.084318,good,178,24,202
1970-01-01T02:09:41.588,0.053256,good,178,11,189
1970-01-01T02:09:41.889,0.179821,good,178,52,230
1970-01-01T02:09:41.991,0.075885,good,178,18,196
1970-01-01T02:09:42.092,0.081197,good,178,23,201
1970-01-01T02:09:42.193,0.204746,good,178,65,243
1970-01-01T02:09:42.294,0.153120,good,178,42,220
1970-01-01T02:09:42.395,0.106180,good,178,32,210
1970-01-01T02:09:42.496,0.257734,good,178,79,257
1970-01-01T02:09:42.598,0.248714,good,178,75,253
1970-01-01T02:09:42.699,0.197159,good,178,62,240
1970-01-01T02:09:42.800,0.559003,good,178,177,355
1970-01-01T02:09:42.901,0.074870,good,178,20,198
1970-01-01T02:09:43.002,0.304438,good,178,97,275
1970-01-01T02:09:43.103,133.354194,good,178,32588,32766
1970-01-01T02:09:43.204,0.267264,good,178,79,257
1970-01-01T02:09:43.305,4.795826,good,178,1572,1750
1970-01-01T02:09:43.406,0.454629,good,178,156,334
1970-01-01T02:09:43.508,0.140688,good,178,36,214
1970-01-01T02:09:43.608,0.069102,good,178,16,194
1970-01-01T02:09:43.910,0.083800,good,178,23,201
1970-01-01T02:09:44.011,0.086324,good,178,24,202
1970-01-01T02:09:44.112,0.674798,good,178,211,389
1970-01-01T02:09:44.213,0.053866,good,178,10,188
1970-01-01T02:09:44.315,2.199759,good,178,712,890
1970-01-01T02:09:44.416,0.300128,good,178,93,271
1970-01-01T02:09:44.517,0.665977,good,178,206,384
1970-01-01T02:09:44.618,0.171073,good,178,49,227
1970-01-01T02:09:44.720,1.094714,good,178,353,531
1970-01-01T02:09:44.821,0.057085,good,178,12,190
1970-01-01T02:09:44.922,0.062096,good,178,14,192
1970-01-01T02:09:45.023,0.093022,good,178,26,204
1970-01-01T02:09:45.124,0.244718,good,178,70,248
1970-01-01T02:09:45.225,0.260907,good,178,77,255
1970-01-01T02:09:45.327,0.054259,good,178,10,188
1970-01-01T02:09:45.428,0.240455,good,178,68,246
1970-01-01T02:09:45.529,0.968159,good,178,318,496
1970-01-01T02:09:45.630,0.188821,good,178,64,242
1970-01-01T02:09:45.932,0.252188,good,178,73,251
1970-01-01T02:09:46.033,0.158395,good,178,43,221
1970-01-01T02:09:46.134,0.181571,good,178,52,230
1970-01-01T02:09:46.236,0.097047,good,178,28,206
1970-01-01T02:09:46.337,0.180818,good,178,53,231
1970-01-01T02:09:46.438,0.053899,good,178,11,189
1970-01-01T02:09:46.539,0.350904,good,178,105,283
1970-01-01T02:09:46.640,0.168958,good,178,48,226
1970-01-01T02:09:46.741,0.558153,good,178,170,348
1970-01-01T02:09:46.842,0.208497,good,178,64,242
1970-01-01T02:09:46.943,0.204062,good,178,62,240
1970-01-01T02:09:47.044,14.466863,good,178,4447,4625
1970-01-01T02:09:47.145,0.072812,good,178,18,196
1970-01-01T02:09:47.247,0.077407,good,178,20,198
1970-01-01T02:09:47.348,0.051260,good,178,10,188
1970-01-01T02:09:47.449,0.055563,good,178,9,187
1970-01-01T02:09:47.550,0.170474,good,178,49,227
1970-01-01T02:09:47.651,0.106655,good,178,32,210
1970-01-01T02:09:47.953,7.551602,good,178,2375,2553
1970-01-01T02:09:48.054,0.058430,good,178,12,190
1970-01-01T02:09:48.155,0.067798,good,178,16,194
1970-01-01T02:09:48.257,0.100189,good,178,28,206
1970-01-01T02:09:48.358,1.377150,good,178,430,608
1970-01-01T02:09:48.459,0.545608,good,178,165,343
1970-01-01T02:09:48.560,0.247874,good,178,71,249
1970-01-01T02:09:48.661,0.146855,good,178,39,217
1970-01-01T02:09:48.763,0.239747,good,178,67,245
1970-01-01T02:09:48.864,0.046269,good,178,7,185
1970-01-01T02:09:48.965,0.198138,good,178,59,237
1970-01-01T02:09:49.066,0.074719,good,178,18,196
1970-01-01T02:09:49.168,0.071653,good,178,18,196
1970-01-01T02:09:49.269,0.181288,good,178,52,230
1970-01-01T02:09:49.370,0.165482,good,178,46,224
1970-01-01T02:09:49.471,0.054476,good,178,11,189
1970-01-01T02:09:49.572,0.077762,good,178,19,197
1970-01-01T02:09:49.673,1.864849,good,178,587,765
1970-01-01T02:09:49.974,0.176390,good,178,51,229
1970-01-01T02:09:50.076,0.167736,good,178,47,225
1970-01-01T02:09:50.177,0.156408,good,178,42,220
1970-01-01T02:09:50.278,0.901685,good,178,274,452
1970-01-01T02:09:50.379,0.899170,good,178,272,450
1970-01-01T02:09:50.480,3.209920,good,178,998,1176
1970-01-01T02:09:50.581,0.134179,good,178,32,210
1970-01-01T02:09:50.683,0.447654,good,178,128,306
1970-01-01T02:09:50.784,0.182761,good,178,52,230
1970-01-01T02:09:50.884,0.089640,good,178,24,202
1970-01-01T02:09:50.986,0.102572,good,178,29,207
1970-01-01T02:09:51.087,0.274526,good,178,79,257
1970-01-01T02:09:51.188,0.263882,good,178,75,253
1970-01-01T02:09:51.289,0.102621,good,178,29,207
1970-01-01T02:09:51.390,0.091978,good,178,25,203
1970-01-01T02:09:51.491,0.066062,good,178,15,193
1970-01-01T02:09:51.593,0.661615,good,178,215,393
1970-01-01T02:09:51.694,0.115008,good,178,34,212
1970-01-01T02:09:51.996,0.968416,good,178,293,471
1970-01-01T02:09:52.097,0.237843,good,178,66,244
1970-01-01T02:09:52.198,0.053655,good,178,10,188
1970-01-01T02:09:52.299,0.049635,good,178,9,187
1970-01-01T02:09:52.401,0.082149,good,178,21,199
1970-01-01T02:09:52.502,0.191278,good,178,56,234
1970-01-01T02:09:52.603,138.860844,good,178,32588,32766
1970-01-01T02:09:52.704,0.098225,good,178,27,205
1970-01-01T02:09:52.805,0.062296,good,178,13,191
1970-01-01T02:09:52.907,0.069897,good,178,16,194
1970-01-01T02:09:53.008,2.772865,good,178,842,1020
1970-01-01T02:09:53.109,0.231430,good,178,63,241
1970-01-01T02:09:53.210,35.744754,good,178,9825,10003
1970-01-01T02:09:53.311,0.241780,good,178,65,243
1970-01-01T02:09:53.412,0.140502,good,178,35,213
1970-01-01T02:09:53.513,0.236714,good,178,64,242
1970-01-01T02:09:53.615,0.192397,good,178,55,233
1970-01-01T02:09:53.716,0.073271,good,178,18,196
1970-01-01T02:09:54.018,0.150935,good,178,38,216
1970-01-01T02:09:54.119,0.336300,good,178,92,270
1970-01-01T02:09:54.220,0.061491,good,178,12,190
1970-01-01T02:09:54.321,0.236424,good,178,63,241
1970-01-01T02:09:54.423,0.142888,good,178,36,214
1970-01-01T02:09:54.524,0.067567,good,178,15,193
1970-01-01T02:09:54.625,0.073569,good,178,18,196
1970-01-01T02:09:54.726,0.134156,good,178,33,211
1970-01-01T02:09:54.827,0.845849,good,178,241,419
1970-01-01T02:09:54.928,0.180560,good,178,47,225
1970-01-01T02:09:55.030,0.179881,good,178,49,227
1970-01-01T02:09:55.131,0.086378,good,178,22,200
1970-01-01T02:09:55.232,139.850723,good,178,32588,32766
1970-01-01T02:09:55.333,0.150342,good,178,38,216
1970-01-01T02:09:55.434,0.147259,good,178,35,213
1970-01-01T02:09:55.535,0.064027,good,178,12,190
1970-01-01T02:09:55.636,0.046851,good,178,7,185
1970-01-01T02:09:55.737,0.053334,good,178,10,188
1970-01-01T02:09:56.039,0.270573,good,178,71,249
1970-01-01T02:09:56.140,0.138507,good,178,28,206
1970-01-01T02:09:56.241,1.174527,good,178,343,521
1970-01-01T02:09:56.342,43.305966,good,178,11662,11840
1970-01-01T02:09:56.443,0.067284,good,178,15,193
1970-01-01T02:09:56.544,0.693899,good,178,202,380
1970-01-01T02:09:56.646,0.063374,good,178,13,191
1970-01-01T02:09:56.746,0.066224,good,178,14,192
1970-01-01T02:09:56.847,0.054886,good,178,10,188
1970-01-01T02:09:56.948,0.086923,good,178,22,200
1970-01-01T02:09:57.049,0.080474,good,178,18,196
1970-01-01T02:09:57.150,0.847825,good,178,260,438
1970-01-01T02:09:57.251,0.188311,good,178,52,230
1970-01-01T02:09:57.353,0.092304,good,178,24,202
1970-01-01T02:09:57.454,0.147105,good,178,37,215
1970-01-01T02:09:57.555,0.176568,good,178,48,226
1970-01-01T02:09:57.656,140.642354,good,178,32588,32766
1970-01-01T02:09:57.757,0.074948,good,178,18,196
1970-01-01T02:09:58.059,0.581524,good,178,166,344
1970-01-01T02:09:58.160,0.055656,good,178,10,188
1970-01-01T02:09:58.261,1.189026,good,178,342,520
1970-01-01T02:09:58.363,0.305252,good,178,87,265
1970-01-01T02:09:58.464,0.139202,good,178,33,211
1970-01-01T02:09:58.565,0.134235,good,178,31,209
1970-01-01T02:09:58.666,0.207422,good,178,59,237
1970-01-01T02:09:58.767,1.217603,good,178,347,525
1970-01-01T02:09:58.869,0.074357,good,178,15,193
1970-01-01T02:09:58.970,1.496841,good,178,420,598
1970-01-01T02:09:59.071,0.248057,good,178,66,244
1970-01-01T02:09:59.172,0.570773,good,178,159,337
