timestamp_start_iso,duration_s,kind
1970-01-01T01:47:38.541,0.377992,good
1970-01-01T01:47:39.042,0.177333,good
1970-01-01T01:47:39.543,0.143863,good
1970-01-01T01:47:40.045,0.117150,good
1970-01-01T01:47:40.547,0.116446,good
1970-01-01T01:47:41.048,0.094873,good
1970-01-01T01:47:41.549,0.282915,good
1970-01-01T01:47:42.051,0.136762,good
1970-01-01T01:47:43.554,70.732172,good
1970-01-01T01:47:44.055,0.197690,good
1970-01-01T01:47:44.557,71.161617,good
1970-01-01T01:47:45.058,0.242704,good
1970-01-01T01:47:45.560,0.249687,good
1970-01-01T01:47:46.062,0.239703,good
1970-01-01T01:47:46.563,0.261269,good
1970-01-01T01:47:47.064,0.182999,good
1970-01-01T01:47:48.567,0.161749,good
1970-01-01T01:47:49.068,7.174120,good
1970-01-01T01:47:49.569,0.204974,good
1970-01-01T01:47:50.071,0.543125,good
1970-01-01T01:47:50.573,0.116074,good
1970-01-01T01:47:51.074,0.126411,good
1970-01-01T01:47:51.576,0.362144,good
1970-01-01T01:47:52.076,0.168448,good
1970-01-01T01:47:53.578,0.161650,good
1970-01-01T01:47:54.080,0.113103,good
1970-01-01T01:47:54.582,0.248619,good
1970-01-01T01:47:55.083,73.880059,good
1970-01-01T01:47:55.585,0.371485,good
1970-01-01T01:47:56.086,3.400190,good
1970-01-01T01:47:56.588,0.284417,good
1970-01-01T01:47:57.089,0.372903,good
1970-01-01T01:47:57.591,0.337418,bad
1970-01-01T01:47:58.092,0.268032,bad
1970-01-01T01:47:58.594,74.263766,good
1970-01-01T01:47:59.095,0.236284,good
1970-01-01T01:47:59.596,0.497491,good
1970-01-01T01:48:00.098,0.146473,good
1970-01-01T01:48:00.599,0.148306,good
1970-01-01T01:48:01.101,13.099027,good
1970-01-01T01:48:01.602,0.177759,good
1970-01-01T01:48:02.104,0.164679,good
1970-01-01T01:48:02.606,74.383047,bad
1970-01-01T01:48:03.107,0.588778,bad
1970-01-01T01:48:03.608,0.173557,good
1970-01-01T01:48:04.110,0.317621,good
1970-01-01T01:48:04.611,0.118341,good
1970-01-01T01:48:05.112,0.975799,good
1970-01-01T01:48:05.613,0.135701,good
1970-01-01T01:48:06.115,0.292818,good
1970-01-01T01:48:06.616,0.120604,good
1970-01-01T01:48:07.118,0.213566,good
1970-01-01T01:48:07.619,73.776644,bad
1970-01-01T01:48:08.121,0.467281,bad
