timestamp,gpu_index,gpu_name,mem_total_MiB,mem_used_MiB,mem_free_MiB,util_gpu_pct,util_mem_pct
2025/11/07 15:07:09.272,0,NVIDIA A100-SXM4-80GB,81920,78211,2839,0,0
2025/11/07 15:07:10.295,0,NVIDIA A100-SXM4-80GB,81920,78697,2353,62,50
2025/11/07 15:07:11.318,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,68,55
2025/11/07 15:07:12.344,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,64,51
2025/11/07 15:07:13.367,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,71,58
2025/11/07 15:07:14.392,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,72,58
2025/11/07 15:07:15.416,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,59,48
2025/11/07 15:07:16.441,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,68,55
2025/11/07 15:07:17.466,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,59,48
2025/11/07 15:07:18.490,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,63,51
2025/11/07 15:07:19.513,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,66,54
2025/11/07 15:07:20.538,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,63,51
2025/11/07 15:07:21.563,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,66,54
2025/11/07 15:07:22.588,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,60,48
2025/11/07 15:07:23.612,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,64,52
2025/11/07 15:07:24.635,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,67,54
2025/11/07 15:07:25.660,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,56,45
2025/11/07 15:07:26.684,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,63,51
2025/11/07 15:07:27.711,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,60,48
2025/11/07 15:07:28.735,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,62,50
2025/11/07 15:07:29.759,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,62,50
2025/11/07 15:07:30.783,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,56,45
2025/11/07 15:07:31.810,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,56,45
2025/11/07 15:07:32.835,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,55,44
2025/11/07 15:07:33.859,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,58,47
2025/11/07 15:07:34.887,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,62,50
2025/11/07 15:07:35.911,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,51,41
2025/11/07 15:07:36.936,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,58,47
2025/11/07 15:07:37.960,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,52,42
2025/11/07 15:07:38.984,0,NVIDIA A100-SXM4-80GB,81920,78843,2207,56,45
