timestamp_start_iso,user,kind,duration_ttft,duration_taft,prompt_tokens,completion_tokens
2025-11-07T21:10:25.275,1,fixed,0.081230,121.427666,406,1800
2025-11-07T21:10:25.442,2,fixed,0.062301,121.680626,404,1800
2025-11-07T21:10:25.610,3,fixed,0.061435,122.091502,404,1800
2025-11-07T21:10:25.778,4,fixed,0.063081,122.611508,403,1800
2025-11-07T21:10:25.946,5,fixed,0.048282,123.033619,405,1800
2025-11-07T21:10:26.113,6,fixed,0.045393,123.543052,403,1800
2025-11-07T21:10:26.280,7,fixed,0.047509,124.063711,396,1800
2025-11-07T21:10:26.447,8,fixed,0.057311,124.572592,404,1800
2025-11-07T21:10:26.614,9,fixed,0.065486,125.069129,397,1800
2025-11-07T21:10:26.782,10,fixed,0.050382,125.504908,402,1800
2025-11-07T21:10:26.949,11,fixed,0.061841,126.079643,401,1800
2025-11-07T21:10:27.117,12,fixed,0.052476,126.666407,398,1800
2025-11-07T21:10:27.284,13,fixed,0.064449,127.170250,407,1800
2025-11-07T21:10:27.452,14,fixed,0.065184,127.756103,397,1800
2025-11-07T21:10:27.619,15,fixed,0.062623,128.305969,401,1800
2025-11-07T21:10:27.787,16,fixed,0.054700,128.856076,405,1800
2025-11-07T21:10:27.954,17,fixed,0.053463,129.399669,411,1800
2025-11-07T21:10:28.121,18,fixed,0.044281,129.990602,392,1800
2025-11-07T21:10:28.289,19,fixed,0.054584,130.584589,395,1800
2025-11-07T21:10:28.457,20,fixed,0.046885,131.132299,396,1800
2025-11-07T21:10:28.625,1,fixed,0.051457,131.646575,400,1800
2025-11-07T21:10:28.793,2,fixed,0.061350,132.331021,401,1800
2025-11-07T21:10:28.959,3,fixed,0.045296,132.796721,398,1800
2025-11-07T21:10:29.127,4,fixed,0.055774,133.433439,405,1800
2025-11-07T21:10:29.295,5,fixed,0.047390,133.930902,406,1800
2025-11-07T21:10:29.463,6,fixed,0.058952,134.422679,407,1800
2025-11-07T21:10:29.630,7,fixed,0.055576,135.063411,415,1800
2025-11-07T21:10:29.798,8,fixed,0.059790,135.471704,399,1800
2025-11-07T21:10:29.966,9,fixed,0.060764,136.067656,403,1800
2025-11-07T21:10:30.133,10,fixed,0.049898,136.525446,404,1800
2025-11-07T21:10:30.302,11,fixed,0.066811,137.149471,401,1800
2025-11-07T21:10:30.469,12,fixed,0.056018,137.624628,409,1800
2025-11-07T21:10:30.637,13,fixed,0.050103,138.206806,406,1800
2025-11-07T21:10:30.804,14,fixed,0.062695,138.828877,408,1800
2025-11-07T21:10:30.972,15,fixed,0.056611,139.320953,399,1800
2025-11-07T21:10:31.139,16,fixed,0.049531,139.873590,405,1800
2025-11-07T21:10:31.307,17,fixed,0.051421,140.411106,409,1800
2025-11-07T21:10:31.474,18,fixed,0.051517,140.965057,406,1800
2025-11-07T21:10:31.641,19,fixed,0.052565,141.505766,407,1800
2025-11-07T21:10:31.809,20,fixed,0.063839,142.013158,407,1800
2025-11-07T21:10:31.976,1,fixed,0.047603,142.480606,404,1800
2025-11-07T21:10:32.143,2,fixed,0.048958,142.962212,408,1800
2025-11-07T21:10:32.310,3,fixed,0.061452,143.537408,407,1800
2025-11-07T21:10:32.478,4,fixed,0.048992,144.007344,409,1800
2025-11-07T21:10:32.645,5,fixed,0.045053,144.522402,406,1800
2025-11-07T21:10:32.812,6,fixed,0.058466,145.047792,407,1800
2025-11-07T21:10:32.981,7,fixed,0.056690,145.603738,404,1800
2025-11-07T21:10:33.149,8,fixed,0.060746,146.145483,393,1800
2025-11-07T21:10:33.317,9,fixed,0.053401,146.634474,403,1800
2025-11-07T21:10:33.484,10,fixed,0.051437,147.191056,404,1800
2025-11-07T21:10:33.651,11,fixed,0.051093,147.679180,405,1800
2025-11-07T21:10:33.819,12,fixed,0.052617,148.164865,399,1800
2025-11-07T21:10:33.987,13,fixed,0.054829,148.761765,402,1800
2025-11-07T21:10:34.154,14,fixed,0.049411,149.219269,410,1800
2025-11-07T21:10:34.321,15,fixed,0.062394,149.716104,407,1800
2025-11-07T21:10:34.489,16,fixed,0.069611,150.257467,401,1800
2025-11-07T21:10:34.656,17,fixed,0.059563,150.701709,406,1800
2025-11-07T21:10:34.823,18,fixed,0.046562,151.094336,401,1800
2025-11-07T21:10:34.991,19,fixed,0.050759,151.691049,405,1800
2025-11-07T21:10:35.158,20,fixed,0.063471,152.210509,402,1800
2025-11-07T21:10:35.326,1,fixed,0.050216,152.617967,400,1800
2025-11-07T21:10:35.494,2,fixed,0.056104,153.181579,404,1800
2025-11-07T21:10:35.660,3,fixed,0.058531,153.668068,394,1800
2025-11-07T21:10:35.828,4,fixed,0.060114,154.175940,392,1800
2025-11-07T21:10:35.995,5,fixed,0.046491,154.639491,406,1800
2025-11-07T21:10:36.163,6,fixed,0.063258,155.109545,404,1800
2025-11-07T21:10:36.330,7,fixed,0.056652,155.566805,408,1800
2025-11-07T21:10:36.497,8,fixed,0.048672,156.015778,403,1800
2025-11-07T21:10:36.665,9,fixed,0.049096,156.403597,396,1800
2025-11-07T21:10:36.832,10,fixed,0.067049,156.973191,405,1800
2025-11-07T21:10:36.999,11,fixed,0.062064,157.408306,403,1800
2025-11-07T21:10:37.169,12,fixed,0.053997,157.865427,405,1800
2025-11-07T21:10:37.337,13,fixed,0.068721,158.327083,403,1800
2025-11-07T21:10:37.504,14,fixed,0.066467,158.773834,405,1800
2025-11-07T21:10:37.671,15,fixed,0.063979,159.217497,402,1800
2025-11-07T21:10:37.838,16,fixed,0.058500,159.671193,394,1800
2025-11-07T21:10:38.005,17,fixed,0.051298,160.065099,407,1800
2025-11-07T21:10:38.173,18,fixed,0.045877,160.530661,411,1800
2025-11-07T21:10:38.341,19,fixed,0.062852,161.033220,406,1800
2025-11-07T21:10:38.508,20,fixed,0.065202,161.401797,404,1800
2025-11-07T21:10:38.675,1,fixed,0.066183,161.836210,401,1800
2025-11-07T21:10:38.844,2,fixed,0.063793,162.274726,400,1800
2025-11-07T21:10:39.011,3,fixed,0.068550,162.667185,401,1800
2025-11-07T21:10:39.178,4,fixed,0.048617,163.017188,405,1800
2025-11-07T21:10:39.345,5,fixed,0.052984,163.472405,405,1800
2025-11-07T21:10:39.513,6,fixed,0.060712,164.019814,401,1800
2025-11-07T21:10:39.681,7,fixed,0.067452,164.299587,399,1800
2025-11-07T21:10:39.849,8,fixed,0.072803,164.744400,400,1800
2025-11-07T21:10:40.018,9,fixed,0.056064,165.093992,401,1800
2025-11-07T21:10:40.184,10,fixed,0.064440,165.498111,399,1800
2025-11-07T21:10:40.352,11,fixed,0.070140,165.912607,399,1800
2025-11-07T21:10:40.520,12,fixed,0.046905,166.236806,404,1800
