timestamp_iso,user_id,prefill_tokens,decode_tokens
2025-11-07T21:05:58,1,0,0
2025-11-07T21:05:58,2,0,0
2025-11-07T21:05:58,3,0,0
2025-11-07T21:05:58,4,0,0
2025-11-07T21:05:58,5,0,0
2025-11-07T21:05:58,6,0,0
2025-11-07T21:05:58,7,0,0
2025-11-07T21:05:58,8,0,0
2025-11-07T21:05:58,9,0,0
2025-11-07T21:05:58,10,0,0
2025-11-07T21:05:58,11,0,0
2025-11-07T21:05:58,12,0,0
2025-11-07T21:05:58,13,0,0
2025-11-07T21:05:58,14,0,0
2025-11-07T21:05:58,15,0,0
2025-11-07T21:05:58,16,0,0
2025-11-07T21:05:58,17,0,0
2025-11-07T21:05:58,18,0,0
2025-11-07T21:05:58,19,0,0
2025-11-07T21:05:58,20,0,0
2025-11-07T21:05:59,1,403,45
2025-11-07T21:05:59,2,409,23
2025-11-07T21:05:59,3,0,0
2025-11-07T21:05:59,4,0,0
2025-11-07T21:05:59,5,0,0
2025-11-07T21:05:59,6,0,0
2025-11-07T21:05:59,7,0,0
2025-11-07T21:05:59,8,0,0
2025-11-07T21:05:59,9,0,0
2025-11-07T21:05:59,10,0,0
2025-11-07T21:05:59,11,0,0
2025-11-07T21:05:59,12,0,0
2025-11-07T21:05:59,13,0,0
2025-11-07T21:05:59,14,0,0
2025-11-07T21:05:59,15,0,0
2025-11-07T21:05:59,16,0,0
2025-11-07T21:05:59,17,0,0
2025-11-07T21:05:59,18,0,0
2025-11-07T21:05:59,19,0,0
2025-11-07T21:05:59,20,0,0
2025-11-07T21:06:00,1,403,92
2025-11-07T21:06:00,2,409,70
2025-11-07T21:06:00,3,403,46
2025-11-07T21:06:00,4,399,22
2025-11-07T21:06:00,5,0,0
2025-11-07T21:06:00,6,0,0
2025-11-07T21:06:00,7,0,0
2025-11-07T21:06:00,8,0,0
2025-11-07T21:06:00,9,0,0
2025-11-07T21:06:00,10,0,0
2025-11-07T21:06:00,11,0,0
2025-11-07T21:06:00,12,0,0
2025-11-07T21:06:00,13,0,0
2025-11-07T21:06:00,14,0,0
2025-11-07T21:06:00,15,0,0
2025-11-07T21:06:00,16,0,0
2025-11-07T21:06:00,17,0,0
2025-11-07T21:06:00,18,0,0
2025-11-07T21:06:00,19,0,0
2025-11-07T21:06:00,20,0,0
2025-11-07T21:06:01,1,403,140
2025-11-07T21:06:01,2,409,118
2025-11-07T21:06:01,3,403,94
2025-11-07T21:06:01,4,399,70
2025-11-07T21:06:01,5,404,48
2025-11-07T21:06:01,6,405,24
2025-11-07T21:06:01,7,0,0
2025-11-07T21:06:01,8,0,0
2025-11-07T21:06:01,9,0,0
2025-11-07T21:06:01,10,0,0
2025-11-07T21:06:01,11,0,0
2025-11-07T21:06:01,12,0,0
2025-11-07T21:06:01,13,0,0
2025-11-07T21:06:01,14,0,0
2025-11-07T21:06:01,15,0,0
2025-11-07T21:06:01,16,0,0
2025-11-07T21:06:01,17,0,0
2025-11-07T21:06:01,18,0,0
2025-11-07T21:06:01,19,0,0
2025-11-07T21:06:01,20,0,0
2025-11-07T21:06:02,1,403,187
2025-11-07T21:06:02,2,409,165
2025-11-07T21:06:02,3,403,141
2025-11-07T21:06:02,4,399,117
2025-11-07T21:06:02,5,404,95
2025-11-07T21:06:02,6,405,71
2025-11-07T21:06:02,7,401,47
2025-11-07T21:06:02,8,407,23
2025-11-07T21:06:02,9,0,0
2025-11-07T21:06:02,10,0,0
2025-11-07T21:06:02,11,0,0
2025-11-07T21:06:02,12,0,0
2025-11-07T21:06:02,13,0,0
2025-11-07T21:06:02,14,0,0
2025-11-07T21:06:02,15,0,0
2025-11-07T21:06:02,16,0,0
2025-11-07T21:06:02,17,0,0
2025-11-07T21:06:02,18,0,0
2025-11-07T21:06:02,19,0,0
2025-11-07T21:06:02,20,0,0
2025-11-07T21:06:03,1,403,236
2025-11-07T21:06:03,2,409,214
2025-11-07T21:06:03,3,403,190
2025-11-07T21:06:03,4,399,166
2025-11-07T21:06:03,5,404,144
2025-11-07T21:06:03,6,405,120
2025-11-07T21:06:03,7,401,96
2025-11-07T21:06:03,8,407,72
2025-11-07T21:06:03,9,403,48
2025-11-07T21:06:03,10,403,25
2025-11-07T21:06:03,11,0,0
2025-11-07T21:06:03,12,0,0
2025-11-07T21:06:03,13,0,0
2025-11-07T21:06:03,14,0,0
2025-11-07T21:06:03,15,0,0
2025-11-07T21:06:03,16,0,0
2025-11-07T21:06:03,17,0,0
